Index,clone1_cell1.bam,clone1_cell10.bam,clone1_cell2.bam,clone1_cell3.bam,clone1_cell4.bam,clone1_cell5.bam,clone1_cell6.bam,clone1_cell7.bam,clone1_cell8.bam,clone1_cell9.bam,clone2_cell1.bam,clone2_cell10.bam,clone2_cell2.bam,clone2_cell3.bam,clone2_cell4.bam,clone2_cell5.bam,clone2_cell6.bam,clone2_cell7.bam,clone2_cell8.bam,clone2_cell9.bam,clone3_cell1.bam,clone3_cell10.bam,clone3_cell2.bam,clone3_cell3.bam,clone3_cell4.bam,clone3_cell5.bam,clone3_cell6.bam,clone3_cell7.bam,clone3_cell8.bam,clone3_cell9.bam,clone4_cell1.bam,clone4_cell10.bam,clone4_cell2.bam,clone4_cell3.bam,clone4_cell4.bam,clone4_cell5.bam,clone4_cell6.bam,clone4_cell7.bam,clone4_cell8.bam,clone4_cell9.bam,clone5_cell1.bam,clone5_cell10.bam,clone5_cell2.bam,clone5_cell3.bam,clone5_cell4.bam,clone5_cell5.bam,clone5_cell6.bam,clone5_cell7.bam,clone5_cell8.bam,clone5_cell9.bam,clone6_cell1.bam,clone6_cell10.bam,clone6_cell2.bam,clone6_cell3.bam,clone6_cell4.bam,clone6_cell5.bam,clone6_cell6.bam,clone6_cell7.bam,clone6_cell8.bam,clone6_cell9.bam,clone7_cell1.bam,clone7_cell10.bam,clone7_cell2.bam,clone7_cell3.bam,clone7_cell4.bam,clone7_cell5.bam,clone7_cell6.bam,clone7_cell7.bam,clone7_cell8.bam,clone7_cell9.bam,clone8_cell1.bam,clone8_cell10.bam,clone8_cell2.bam,clone8_cell3.bam,clone8_cell4.bam,clone8_cell5.bam,clone8_cell6.bam,clone8_cell7.bam,clone8_cell8.bam,clone8_cell9.bam,clone9_cell1.bam,clone9_cell10.bam,clone9_cell2.bam,clone9_cell3.bam,clone9_cell4.bam,clone9_cell5.bam,clone9_cell6.bam,clone9_cell7.bam,clone9_cell8.bam,clone9_cell9.bam,normal_cell1.bam,normal_cell10.bam,normal_cell2.bam,normal_cell3.bam,normal_cell4.bam,normal_cell5.bam,normal_cell6.bam,normal_cell7.bam,normal_cell8.bam,normal_cell9.bam
chr10:1-5000000,0.7384676839,0.728457307458,0.736162348577,0.746486693622,0.752030356406,0.729518201742,0.752773333247,0.753659092853,0.741716464591,0.743474048474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14844131583,1.17329167925,1.16538335903,1.17533691306,1.17595406607,1.16825984394,1.1661968426,1.17108993028,1.16650215616,1.16032398995,0.627504800107,0.607453254401,0.623336353959,0.623863500236,0.614409649553,0.625961023734,0.620054777807,0.619284760195,0.614727874627,0.622195632899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01475405995,1.00825713057,1.00496254913,0.994946609877,1.00575612213,1.00490498621,1.00307144615,1.0132873673,0.99542233164,1.00438883568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.987366770203,1.02169305528,1.014682914,1.01652874982,1.00270474224,1.00287277583,0.987287169435,0.98897802313,0.995166793054
chr10:100000001-105000000,0.752549424769,0.749783569262,0.765536937586,0.761800681783,0.760264648676,0.770033133264,0.747117127106,0.752523314485,0.748649884049,0.746124318645,0.800419998467,0.786771130117,0.798516329559,0.792392170173,0.790481170295,0.795020179316,0.793390082144,0.792259288446,0.787486174136,0.781494071884,1.18730428198,1.18586256648,1.18511028338,1.18152705017,1.17936674172,1.19201211647,1.18828862903,1.17815851065,1.19407735347,1.16757127703,1.27212445095,1.27006947649,1.25710795245,1.27041202757,1.25337130366,1.24876434671,1.26641451698,1.27142832236,1.25006300557,1.23326486277,0.616022721975,0.612793488326,0.623614008863,0.610775051768,0.635046463289,0.618022392484,0.61300076601,0.622915616148,0.616921239306,0.620200617823,0.637907277979,0.642686110186,0.639326465458,0.637297929587,0.653462513126,0.645156008555,0.65210333269,0.651429630091,0.6556964882,0.661494424517,0.640711928369,0.642741986401,0.639157399347,0.634422793114,0.640403708647,0.649990917975,0.633506842716,0.626806080841,0.638852046291,0.6339761201,1.01851371216,1.02614451279,1.02545120773,1.01985638432,1.02212714223,1.02103895018,1.03026886227,1.0244676779,1.02679312389,1.02709509935,1.35519051345,1.34366748027,1.34653268075,1.35196354555,1.34058910224,1.36168668247,1.36789584763,1.37625668536,1.37732997216,1.3624908179,1.0,1.01175742095,1.01666070096,1.02071786336,1.00462652822,1.0050992988,1.01382867557,1.02079315251,1.01281392739,1.02502455536
chr10:10000001-15000000,0.760332810744,0.748059173657,0.750334897196,0.745115498557,0.756410675327,0.730728038861,0.742445217349,0.746521912372,0.742210992366,0.738093917521,0.779325594472,0.777113634262,0.781726363409,0.785322235305,0.774515791629,0.777553229617,0.782150976104,0.77066611532,0.779008282018,0.796985382528,0.586452227302,0.589948860454,0.602407697842,0.587687278391,0.584538924475,0.584702527378,0.572723498125,0.583925591282,0.576607488831,0.583297222616,2.49353408146,2.50389811828,2.48459635683,2.47373783148,2.48529540482,2.48353283852,2.48333643307,2.47255299622,2.4816632664,2.49670198415,0.601972053213,0.598279475407,0.607518687825,0.614080900804,0.612232821645,0.606518660472,0.6129650529,0.612568489953,0.608816224446,0.612522943995,0.629207684817,0.629891234537,0.633156768511,0.634142958368,0.640094813892,0.627572837135,0.635796289232,0.632021892499,0.635218704148,0.647326616544,0.637744973311,0.64210459668,0.635155324946,0.636133402174,0.641733185966,0.626335744071,0.627176188441,0.636158947564,0.646188393374,0.633551424027,1.51607519023,1.51494139417,1.5021428109,1.51147844424,1.51271561957,1.51207664819,1.51491146268,1.50733867889,1.505260278,1.5199824844,0.541475440262,0.543325164398,0.543065884419,0.540881272244,0.535465182381,0.538639947509,0.537168814471,0.539842707554,0.552316581865,0.5427303094,1.0,0.996051172034,1.01076669212,1.00238059713,1.0008071556,1.00086814412,0.99110060199,0.981119059397,1.00661382229,1.00382204175
chr10:105000001-110000000,0.757474829662,0.750853128325,0.750502155436,0.742531568024,0.759515205523,0.747500539667,0.742788005731,0.750715700472,0.751222323086,0.744266104473,0.783382080667,0.784784912654,0.784001429598,0.768594451905,0.780338744199,0.784263491396,0.774094209305,0.773204949366,0.766456564595,0.779126064887,0.58037312288,0.585385835717,0.578160702421,0.591438158722,0.597399219893,0.589717380696,0.580919875224,0.593331166771,0.587448692797,0.575405694729,0.622966032541,0.626891148958,0.617658883182,0.622658652729,0.636283861462,0.636691318273,0.619871957724,0.626318664537,0.610147463021,0.620804942706,0.613745940526,0.609136039355,0.603652247472,0.610787260702,0.606351757301,0.613152796502,0.612462710088,0.6130682938,0.6040579506,0.609864732023,0.631162350044,0.641070643183,0.637504901615,0.63966206416,0.63465112268,0.639987798189,0.635490756362,0.639751773106,0.638410644706,0.639136567022,0.636623431148,0.633453826161,0.640527512586,0.624381960957,0.650863089812,0.634409158012,0.64089704691,0.638227286029,0.642634634538,0.647193272244,0.498878934612,0.50742019877,0.506751024676,0.516537720032,0.505572555351,0.505297677251,0.506425558977,0.508507312328,0.512939725877,0.505081465777,0.540083600783,0.531584499954,0.552781214407,0.543887945194,0.540323853911,0.542494910106,0.541941224499,0.533243940654,0.540562479297,0.540551489374,1.0,0.991789404677,1.01963469725,1.00801176461,0.991949858643,1.00412524451,1.01008406376,1.00188010242,1.00186266146,0.984413710671
chr10:110000001-115000000,0.755032010255,0.746139882541,0.771300245362,0.753018077407,0.74134520848,0.753505674365,0.753066406785,0.755837995909,0.747298849282,0.768782541448,0.787174131731,0.791960440781,0.782106583258,0.780398007751,0.775468678046,0.785759866564,0.778822356371,0.78971106856,0.782501063806,0.778296447627,1.16459644124,1.16494022164,1.17136037926,1.17277375431,1.18712103017,1.17492693738,1.18017381899,1.1777190404,1.17884949708,1.19346493466,0.617292774229,0.625450142674,0.620807257099,0.622796123228,0.61931843877,0.627082358241,0.624000858552,0.620674392682,0.634327558193,0.618133684022,0.602815446511,0.608915687982,0.611995791408,0.613033428357,0.612253922717,0.611242310146,0.609551099937,0.614808747343,0.607499585008,0.60319888984,3.19436110314,3.20583123552,3.19646202379,3.2004146417,3.18027012667,3.18336913606,3.18914857074,3.21014793423,3.19929839967,3.1994179913,0.625130626403,0.651282015483,0.645955074694,0.635755551808,0.644117636931,0.632986104297,0.63161286783,0.639425708339,0.63744148496,0.645368428405,1.00490705781,1.00992032595,1.01069597688,1.02175483141,1.00929430309,1.01912415001,1.0193303714,1.002364347,1.02441423387,1.01886006524,2.73634832661,2.7077591634,2.69569822474,2.72507401834,2.70511180783,2.71126221381,2.70063934051,2.73251365878,2.70944647288,2.67004090486,1.0,1.00570441988,1.00314327221,0.992661203661,1.0005171728,0.995558955172,0.994551468648,1.0010492704,1.01531090264,1.00967529284
chr10:115000001-120000000,0.744356158016,0.736584777353,0.724357502943,0.722158487666,0.751435191502,0.753229849817,0.740404810686,0.72611752817,0.721311307528,0.744486236417,0.764360288281,0.767531799664,0.757849304011,0.763559872091,0.757689906841,0.766976481815,0.759812199816,0.782311126392,0.765125298565,0.744318886537,0.569469340399,0.570383510693,0.569571252002,0.571669417272,0.579532966177,0.580510074688,0.570071212591,0.580931511015,0.576831310839,0.576146251483,0.597618766233,0.612142373396,0.610385379419,0.620350905072,0.607383694448,0.6072938988,0.605488183153,0.608892599269,0.596832057629,0.60765561846,0.596498352928,0.590583562589,0.597253803654,0.590162672848,0.610346974351,0.591989477417,0.584536037067,0.594325139959,0.603163950845,0.592874154256,0.640149986456,0.633863118369,0.625807854089,0.628837335941,0.627696439002,0.633545303143,0.632714348177,0.621263945266,0.626732237388,0.617564103732,1.24926179572,1.25254854518,1.25825882105,1.25607284638,1.24170747065,1.24389702887,1.24635808819,1.25184881397,1.25947883645,1.2517976651,0.500141823255,0.502734912612,0.495725737599,0.500463052248,0.488190993274,0.499989599587,0.503140741066,0.488608099252,0.487532600047,0.480720701258,0.530641878233,0.532619157856,0.525404769643,0.528377464135,0.526725311187,0.52460839625,0.53835980004,0.535277480224,0.526086550827,0.534591987594,1.0,1.0004750006,0.995605330454,0.985213793645,0.982219446065,0.98534506661,0.981689820134,0.990259847694,0.976592086051,0.984956113703
chr10:120000001-125000000,2.57132761582,2.56916938001,2.60065089614,2.55203981093,2.59158308531,2.59155213288,2.57925400916,2.56894341606,2.56072836594,2.57401464016,0.771336307144,0.784660388934,0.774620354484,0.774877501748,0.758777328533,0.758948021276,0.773818660842,0.76922791235,0.770477116652,0.77977614185,2.03515212412,2.00377325613,2.01627126219,2.03367731991,2.00986780287,2.02192655524,2.00937877962,2.03377299397,2.0110895847,2.00084080508,2.11678764039,2.13192293622,2.13939677196,2.13465680747,2.14914407988,2.15242739366,2.14061962224,2.11865262784,2.13301508395,2.14286282587,0.599257334195,0.593796918824,0.599770734452,0.600723475357,0.596036094365,0.596696223403,0.600359789717,0.595832169501,0.599182473752,0.605469902843,0.626715777391,0.638888718174,0.627513759477,0.625228596451,0.632235206142,0.631110362847,0.635061764583,0.627761767799,0.628962698663,0.638101352085,0.632652582528,0.623115829914,0.627938206888,0.61966693451,0.629752016021,0.63373455608,0.634081696607,0.631044290447,0.627973826616,0.615264892658,1.73114637053,1.74170576161,1.74827508375,1.73781882611,1.73477979614,1.75188149274,1.72580744493,1.75841377886,1.74151087134,1.73707743884,0.529985184561,0.525444604627,0.525656130758,0.520431692467,0.531038879117,0.535314636634,0.535178204951,0.536444087824,0.534981228211,0.538518949988,1.0,0.989789693844,0.994883587048,0.984419334841,0.987692402257,0.980874140391,1.00515100388,1.00341571595,0.967113470875,0.989400614781
chr10:125000001-130000000,0.742954175278,0.750454448038,0.746365447022,0.750529357609,0.747675223017,0.766666742207,0.744811899723,0.755681866543,0.757290794531,0.749679200648,0.791553953634,0.79671306851,0.777928217163,0.781873418793,0.781027128142,0.776823941524,0.779422555873,0.781331839491,0.772852677404,0.775496067065,0.578438800995,0.585558019526,0.59347650505,0.589050799269,0.584711357897,0.576780526876,0.579884710672,0.59343155848,0.59245530679,0.584776193321,0.632081652716,0.623008332615,0.608540355898,0.625837867523,0.615215480737,0.601879969384,0.622544222508,0.621225632544,0.629812322772,0.622085794903,0.618331377365,0.61067629931,0.6067359825,0.614048084383,0.61710132886,0.611429730839,0.606902870888,0.606791162559,0.617504832827,0.606743446277,1.94032867441,1.9260654096,1.93073365885,1.92304347191,1.92142538821,1.94499580024,1.92310597353,1.92549841563,1.89982482338,1.92730809583,0.639595224711,0.632026582621,0.645408914012,0.639329603682,0.642253308322,0.648706138441,0.646950537756,0.638866188262,0.641767217956,0.638840315193,0.505159980285,0.500362078942,0.505054135738,0.50262522842,0.506762266146,0.502348240578,0.515606387681,0.513718256648,0.506685236118,0.508919306055,1.62787021055,1.60779679055,1.62932060356,1.63550938566,1.62932482019,1.6195776301,1.62856277018,1.63117241621,1.6217812188,1.64535842421,1.0,0.993798166041,1.02387805285,1.00186499618,1.00849435045,0.997206744422,0.999505646882,1.01458053183,0.999379608649,1.01447608762
chr10:130000001-133797422,0.73079449292,0.7304721092,0.727733344224,0.740118088975,0.721788172988,0.758078408154,0.736362543393,0.716056288666,0.723096318707,0.736026837783,0.765606996276,0.77504204142,0.760833895686,0.768204411011,0.764464319041,0.765256635351,0.743438011396,0.771419923366,0.766615418143,0.774309275181,0.575887911956,0.582632872779,0.570175583123,0.582025861987,0.582377954331,0.580989869599,0.573993529775,0.57633004573,0.580509434888,0.584056617892,0.933376774247,0.914062165725,0.920164697863,0.924765502808,0.91910694143,0.909809750742,0.913802236003,0.909443408616,0.936079754397,0.922838931894,0.603056977362,0.606073302143,0.607823016638,0.602567138998,0.597647092381,0.588107502287,0.600086090394,0.609913869346,0.597459502621,0.604454249832,1.90402259396,1.88833674628,1.87050544256,1.88565156545,1.87819160336,1.88423014754,1.90433507046,1.8743694837,1.89308310576,1.90536738283,0.638572046537,0.617937770651,0.636350113932,0.628232652788,0.629657191519,0.640841270811,0.626713542454,0.630578473717,0.635522930303,0.615697628322,0.49871363665,0.500414899571,0.491305445729,0.509270853701,0.500357246927,0.504417648771,0.493849287478,0.497271277267,0.497568632075,0.511144427126,1.58801563408,1.59029489113,1.60791713965,1.58279841896,1.59964655558,1.59579083654,1.59498929262,1.60274067213,1.60507958404,1.59706250992,1.0,0.983650005569,0.988061675086,0.977986409959,0.997173046358,1.0013750254,1.00226646309,0.989471381988,0.972782602888,0.992278404731
chr10:15000001-20000000,0.746284255792,0.740970880389,0.742154221852,0.739653472482,0.769610125554,0.750886123074,0.742971148968,0.74717582377,0.733945712529,0.738317186151,0.762430698044,0.785279777595,0.768144060118,0.780932253008,0.768302829757,0.776959248231,0.773929040096,0.786096487576,0.785864533258,0.786284213282,1.45813593434,1.4677379273,1.45421630831,1.47012327497,1.44434103818,1.45142454295,1.45630757938,1.46132928163,1.46393679944,1.45740366844,0.615226718398,0.616509044611,0.625207762111,0.61132816828,0.621177006719,0.618862628886,0.625364404694,0.615681728269,0.630334009107,0.631169944529,0.597128318453,0.613787596223,0.610618191362,0.613505263349,0.597124107901,0.596043454536,0.6168458876,0.598413060167,0.609812754801,0.617652851932,2.86579032123,2.84330223307,2.87200904624,2.89057087395,2.85569396116,2.86155551899,2.8654067459,2.88614712352,2.86240372399,2.85524117302,0.644401215027,0.63204866835,0.640869609368,0.639164815273,0.642924071119,0.632402081739,0.64371003835,0.625386336005,0.627717804978,0.634525322449,1.27098138656,1.24408618504,1.25653124157,1.26917759079,1.25142684605,1.26661308584,1.26023683123,1.25313204515,1.26305702781,1.26390493448,2.42331946265,2.4052992824,2.42377237555,2.43030272612,2.44046719673,2.42891845038,2.43947323764,2.41016319972,2.40980594274,2.44577496724,1.0,1.03171815226,0.999486006963,1.00760493281,0.993816962881,1.00415896588,0.994630129476,0.979663629161,0.987807069541,1.00781062979
