Index,clone1_cell1.bam,clone1_cell10.bam,clone1_cell2.bam,clone1_cell3.bam,clone1_cell4.bam,clone1_cell5.bam,clone1_cell6.bam,clone1_cell7.bam,clone1_cell8.bam,clone1_cell9.bam,clone2_cell1.bam,clone2_cell10.bam,clone2_cell2.bam,clone2_cell3.bam,clone2_cell4.bam,clone2_cell5.bam,clone2_cell6.bam,clone2_cell7.bam,clone2_cell8.bam,clone2_cell9.bam,clone3_cell1.bam,clone3_cell10.bam,clone3_cell2.bam,clone3_cell3.bam,clone3_cell4.bam,clone3_cell5.bam,clone3_cell6.bam,clone3_cell7.bam,clone3_cell8.bam,clone3_cell9.bam,clone4_cell1.bam,clone4_cell10.bam,clone4_cell2.bam,clone4_cell3.bam,clone4_cell4.bam,clone4_cell5.bam,clone4_cell6.bam,clone4_cell7.bam,clone4_cell8.bam,clone4_cell9.bam,clone5_cell1.bam,clone5_cell10.bam,clone5_cell2.bam,clone5_cell3.bam,clone5_cell4.bam,clone5_cell5.bam,clone5_cell6.bam,clone5_cell7.bam,clone5_cell8.bam,clone5_cell9.bam,clone6_cell1.bam,clone6_cell10.bam,clone6_cell2.bam,clone6_cell3.bam,clone6_cell4.bam,clone6_cell5.bam,clone6_cell6.bam,clone6_cell7.bam,clone6_cell8.bam,clone6_cell9.bam,clone7_cell1.bam,clone7_cell10.bam,clone7_cell2.bam,clone7_cell3.bam,clone7_cell4.bam,clone7_cell5.bam,clone7_cell6.bam,clone7_cell7.bam,clone7_cell8.bam,clone7_cell9.bam,clone8_cell1.bam,clone8_cell10.bam,clone8_cell2.bam,clone8_cell3.bam,clone8_cell4.bam,clone8_cell5.bam,clone8_cell6.bam,clone8_cell7.bam,clone8_cell8.bam,clone8_cell9.bam,clone9_cell1.bam,clone9_cell10.bam,clone9_cell2.bam,clone9_cell3.bam,clone9_cell4.bam,clone9_cell5.bam,clone9_cell6.bam,clone9_cell7.bam,clone9_cell8.bam,clone9_cell9.bam,normal_cell1.bam,normal_cell10.bam,normal_cell2.bam,normal_cell3.bam,normal_cell4.bam,normal_cell5.bam,normal_cell6.bam,normal_cell7.bam,normal_cell8.bam,normal_cell9.bam
chr10:1-5000000,0.742710494992,0.741090659561,0.734678648308,0.740334114147,0.750835611222,0.739213330657,0.752763687875,0.739081666705,0.73789424579,0.738781186684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15402550161,1.17351923851,1.15435503611,1.16301682864,1.16045338468,1.17246775843,1.16368159828,1.16062117267,1.16496445831,1.15957471732,0.626293538283,0.61178620132,0.624741303256,0.621689348792,0.609846998337,0.622890832416,0.619984263339,0.604987121624,0.622385666362,0.613291857412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00739257682,1.00212289937,1.00276372392,1.00030708856,1.00215567666,1.00836023806,1.00975255368,1.00264219613,1.00036191621,1.00000665019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.00929520868,1.00909520145,0.996500967536,1.00307651336,0.993118638475,1.0013974352,0.986967499666,1.00031044208,0.991892798807
chr10:100000001-105000000,0.742624721598,0.740042473247,0.744770136318,0.742683699084,0.747696426438,0.746053473673,0.75163871465,0.745773188419,0.747944809865,0.753558054081,0.774160863487,0.779349660699,0.78125431729,0.781717767237,0.7701224833,0.783394988399,0.786837078804,0.776597658186,0.783799555914,0.785515330013,1.17466010118,1.17915025788,1.18153434776,1.16918528177,1.1809101772,1.17502957993,1.17471901884,1.17388988021,1.17382485433,1.17323350583,1.2399564372,1.24363157533,1.2478870814,1.24022086174,1.23833767495,1.23552944891,1.2390568034,1.24197942647,1.24188690186,1.24079044354,0.60369222999,0.606438331103,0.601738237343,0.606426977631,0.606702262992,0.600069710111,0.618334623725,0.596762942272,0.606878077467,0.607702683473,0.634623828497,0.643414357974,0.639202747983,0.639501329203,0.642884212125,0.644637843853,0.643198657276,0.637253514213,0.644664598016,0.64344782461,0.636983729663,0.641033034395,0.638045709511,0.640476911519,0.635829170286,0.631056339549,0.641654156653,0.634833568468,0.638100178974,0.640173140881,1.00656296467,1.00576083924,1.00679716965,1.00473278939,1.02024335026,1.00809350216,1.02061056894,1.01890115615,1.01193703972,1.00740112043,1.34232577854,1.34106550213,1.34517622484,1.35611990269,1.35754249277,1.35072848444,1.35353695875,1.35702336453,1.35008735493,1.35285922936,1.0,1.00086037708,0.996107615829,0.992593508572,1.01113756786,1.00599280769,1.00257296553,1.01279792867,0.99986895374,1.00855143586
chr10:10000001-15000000,0.739609494984,0.742935965522,0.738568504276,0.734376657583,0.738579937682,0.737409445668,0.74322015815,0.735156469295,0.73511251679,0.736550599211,0.775222969312,0.770455814535,0.769056721441,0.775539915378,0.765829482123,0.776181265966,0.777166299821,0.76388073803,0.775382397039,0.76638410198,0.574997744429,0.580258813102,0.58012059199,0.573949132771,0.585230828281,0.574636669471,0.570793905113,0.578423456258,0.58389008342,0.580519341919,2.4711573948,2.47251438587,2.44253426779,2.46121026985,2.46156487604,2.47143243072,2.45688446506,2.45539413366,2.47563527094,2.45706704896,0.602242287482,0.604374435567,0.605230232055,0.598973943982,0.60396276212,0.600617674752,0.599541957505,0.603638562146,0.607798826785,0.61199618007,0.624168494163,0.625613634875,0.626337851343,0.63437614523,0.62249725957,0.634747591575,0.628183780493,0.62502316599,0.637706217361,0.621099404572,0.633549458569,0.621099426422,0.622369166694,0.629851374954,0.624974111484,0.62918471989,0.630388094354,0.632979691891,0.631245035592,0.62831091244,1.49918805183,1.51888466911,1.49517138589,1.50135305923,1.49833063197,1.49490116482,1.49535121254,1.49615932469,1.50168093776,1.49808002267,0.539488429928,0.5355605709,0.533911122345,0.529848462813,0.533880066352,0.532343868377,0.538134887179,0.538888824717,0.536055193749,0.532617895624,1.0,0.980722819793,0.997988975,0.991324974368,1.00141728374,0.999522888682,0.983560805587,0.988854359483,0.998676309549,0.972878538486
chr10:105000001-110000000,0.749127354511,0.7382390623,0.743747646847,0.749040163152,0.74454360336,0.734193983457,0.736844940407,0.738336083132,0.739055185877,0.737164740547,0.773955959977,0.776042300796,0.767695204319,0.770142330256,0.755917045629,0.76931734989,0.778846928872,0.779381192297,0.770798388889,0.778628487048,0.569113109241,0.584482626729,0.578127728528,0.583654226435,0.591564920857,0.578216576712,0.578070250748,0.593307831412,0.579855456465,0.574865794364,0.618146431798,0.618514077466,0.611360412252,0.611612952626,0.62351943114,0.613895575601,0.612946683636,0.61687607869,0.613686494423,0.622789666143,0.602911935673,0.600884378501,0.597700991589,0.604565689645,0.608865452937,0.60161752149,0.605685862436,0.601508443344,0.600592622392,0.596330139725,0.627425692467,0.636427631578,0.635500924794,0.645660446693,0.63912549344,0.634232204968,0.644620289371,0.632928266383,0.636831887483,0.633142140874,0.624265996892,0.624733228301,0.624556426716,0.630787257315,0.632593000955,0.630956466834,0.633338843744,0.63815890649,0.632914421901,0.629426923837,0.499459757534,0.499119331346,0.507451464427,0.498969315614,0.500086089486,0.503657278121,0.504998437194,0.505882259532,0.495390693998,0.50156466497,0.53762603857,0.534498928745,0.53592154712,0.537994149429,0.534169683974,0.537424217123,0.536470417184,0.536016892519,0.534539774543,0.531602451091,1.0,1.00732563289,0.987935853501,0.993479565767,0.998845646735,0.997041891515,0.998229704024,0.993219842582,0.992029770366,0.992121066592
chr10:110000001-115000000,0.758047578743,0.749991611289,0.759270331366,0.760554234087,0.753817820722,0.759680906651,0.76010079936,0.759643415312,0.75402249686,0.753739178643,0.794476837165,0.781849317004,0.787954762842,0.79007300278,0.784163727001,0.782397678641,0.788280222622,0.807886849082,0.792854156576,0.793460611156,1.18822047986,1.17955245188,1.1969320973,1.18199128364,1.18841460055,1.18484554582,1.19046075349,1.17907894243,1.1836180845,1.18258792706,0.625448886442,0.616950119372,0.630160432062,0.624076768872,0.630756379412,0.625109240868,0.630408668718,0.63576332021,0.625136543073,0.621709783465,0.619121286964,0.612402999939,0.610117254866,0.61961082637,0.611876083388,0.620552549159,0.612682792642,0.618577693366,0.626130314647,0.615764423532,3.2397597407,3.23310445292,3.23799500928,3.2193324647,3.22348036694,3.23329751797,3.2324304732,3.23402773834,3.23056588861,3.22572947457,0.641260583651,0.651777284684,0.652601203443,0.642955052694,0.639765666964,0.647151240032,0.651268399735,0.65580046949,0.646318635405,0.636330809839,1.02418098033,1.01387321974,1.0255729313,1.03087858522,1.00909955179,1.02172206465,1.01262217725,1.02236501583,1.02818790603,1.02124580712,2.7503855077,2.74089350631,2.73767230684,2.74019895446,2.73398003381,2.72918850707,2.74261772078,2.73245548742,2.73509462874,2.71305777611,1.0,1.01812479567,1.0195524366,1.01934765369,1.01327935384,1.02005464748,0.998848860468,1.01774285493,1.00430909657,1.02148563271
chr10:115000001-120000000,0.747513758906,0.753144575427,0.739413030158,0.74831906559,0.739359381619,0.739055927567,0.737612206768,0.745748391788,0.736159671724,0.737800901398,0.772456421597,0.774610327296,0.772636805096,0.772350830861,0.77235369331,0.77745087266,0.775093840393,0.773398621162,0.770415682864,0.759460933714,0.578275201534,0.58759980658,0.590571810055,0.578471200301,0.583554353845,0.587542928235,0.587636879242,0.575245211877,0.588300659652,0.57973040744,0.619688195753,0.619657085543,0.611292757013,0.615569003048,0.618730632831,0.624156827279,0.615869552876,0.625545137353,0.613979545674,0.613593877721,0.598067716895,0.607753003496,0.60607608809,0.6098027138,0.605477406645,0.603573144324,0.603734803539,0.613476495031,0.607393731221,0.59754369482,0.63858520609,0.643023583078,0.642121399999,0.643308035408,0.629924508333,0.639414082007,0.633083883167,0.629687681815,0.634689373357,0.630666280497,1.2639131596,1.27002696058,1.26781036095,1.2709672462,1.27239411327,1.27934306393,1.26694205177,1.2759997239,1.27166056112,1.25087691947,0.497488313289,0.508391822225,0.503812295526,0.502479819199,0.505510027654,0.501431161037,0.503759404647,0.497198628828,0.502928614155,0.496509081265,0.535024439322,0.536963682735,0.536537711569,0.541480654753,0.542579456628,0.53343441416,0.543635020353,0.526308105066,0.541262175073,0.534134588443,1.0,0.991389568818,1.00520442705,1.00745305512,0.994517133184,0.995056963654,0.994312361986,0.99597114975,0.998612472627,0.987008036422
chr10:120000001-125000000,2.58406048951,2.58861630851,2.60571460621,2.60075781398,2.59528251955,2.58790106567,2.60775435654,2.59281627013,2.57799249008,2.59364501878,0.776089334454,0.777177698231,0.77359899331,0.776575304593,0.774638865894,0.78121412097,0.781748775564,0.782376029838,0.776322659541,0.767785497283,2.03944948306,2.02420234384,2.02024442072,2.04427598514,2.0364954512,2.03969319765,2.03755770459,2.04522441235,2.03225837153,2.02276264689,2.16150978799,2.15956952523,2.16112076278,2.16719713662,2.16654874935,2.16784174943,2.16613416688,2.14044116131,2.1585017838,2.16756004382,0.596822843658,0.605566664682,0.589629082415,0.602794641651,0.601327322317,0.590555150977,0.603402908386,0.603522086852,0.59627990228,0.601214897997,0.631732367422,0.629001547256,0.636485846154,0.635999111384,0.628702682674,0.646771350098,0.64011809855,0.632483940474,0.627237040357,0.638178507993,0.636440727145,0.636352711914,0.63451205809,0.633366239268,0.631328818677,0.635441360529,0.628732350536,0.632670728134,0.623653074792,0.631795889565,1.76597286621,1.74258982085,1.76298321202,1.74632263292,1.7593612478,1.7496817629,1.76026424645,1.75112834609,1.7565201805,1.76474719325,0.541324702498,0.539012511579,0.538837862651,0.532322579702,0.533140223244,0.540789919619,0.526785744046,0.546069470248,0.538102306941,0.535523228707,1.0,0.994411172059,0.98857197414,0.992140685094,0.99599254226,0.998149972431,1.0003074837,0.991674140485,0.999605141202,1.01542892101
chr10:125000001-130000000,0.739898773346,0.739621403239,0.743292919246,0.748272104043,0.740431795149,0.739627704222,0.73953577946,0.743266545844,0.751041721643,0.737090672474,0.774440574901,0.76968320652,0.773074288651,0.770744343318,0.78347181061,0.769352073027,0.77182542929,0.774494060834,0.779282171609,0.767577977251,0.587443023955,0.581456968338,0.580036737675,0.579350017447,0.579796193854,0.576792456339,0.577893784452,0.584027679449,0.58048076962,0.586264771381,0.620503316976,0.609896440415,0.618945161816,0.614161461399,0.613153467394,0.614122610219,0.615385141794,0.617062605753,0.622869453773,0.614162663282,0.605916004387,0.601177519961,0.599345157589,0.610686161819,0.604575150534,0.609924823118,0.610685846079,0.609532981193,0.600337231115,0.604063882228,1.89506551479,1.88976375886,1.9056569824,1.8916363845,1.89068928606,1.88512201863,1.90473651317,1.89755977799,1.89035903574,1.90808312394,0.632611796408,0.638231518925,0.631416979099,0.630574112624,0.624399757643,0.636209641767,0.634980762129,0.618297205087,0.626764883021,0.632859745311,0.504146084012,0.506340872404,0.503856231535,0.494737706499,0.500769351785,0.502774623558,0.500357368616,0.503479254493,0.494889717221,0.503292253999,1.60084932945,1.6024348737,1.61523981221,1.62435664292,1.61168908122,1.61166848335,1.60567582623,1.61159344501,1.61297171537,1.62482941534,1.0,0.997604732565,1.00061117591,0.989460765144,0.988708571752,1.00778092113,0.988564252285,0.998340368767,1.00027865485,0.993507207677
chr10:130000001-133797422,0.743198543324,0.739262949324,0.744664660834,0.744720046529,0.73822519765,0.737876099118,0.75004931832,0.741802514484,0.748932728678,0.749430886216,0.75905369647,0.773436445469,0.78353490126,0.771312370557,0.781776183136,0.78901148756,0.766514982287,0.772341180237,0.785877040045,0.773013631391,0.588619237056,0.586644819845,0.586018196028,0.587577366186,0.584546170541,0.591091772008,0.592589269821,0.589508042362,0.584248182356,0.577310522956,0.934181061735,0.934773017298,0.932707425249,0.925321835206,0.933840380311,0.937537242143,0.935275199913,0.928837080414,0.916502277217,0.927230171995,0.601342755506,0.59914435532,0.602329654325,0.607812933599,0.598931743599,0.605224403551,0.603986165436,0.599870589836,0.601245624573,0.606889212955,1.91264322959,1.89919743838,1.89554872601,1.9191053896,1.9059115867,1.91333577418,1.90626828904,1.90850409803,1.91971350681,1.92224823775,0.637138364356,0.625447809849,0.632529009883,0.636009823505,0.62955619964,0.641288515194,0.63941639851,0.631479429439,0.634899597879,0.631050613905,0.498610201868,0.509698121423,0.506200323547,0.51000861061,0.498867330424,0.513461598586,0.50252362304,0.503129283328,0.502391544094,0.502095201072,1.60607347142,1.60632818418,1.62187222306,1.61899105572,1.60695194301,1.61000709817,1.61392775446,1.61649813103,1.60996708818,1.60326437833,1.0,0.998634751872,1.00716982591,1.00142417696,1.00475582909,0.997590286497,1.00012063791,1.01881322995,0.991967142379,1.00111903832
chr10:15000001-20000000,0.745428100889,0.745696909476,0.730154404577,0.739462978343,0.746293690156,0.756413278858,0.742652210217,0.755394422803,0.736609239835,0.757763559236,0.771346140699,0.774338783751,0.782397663057,0.777693768702,0.78005417639,0.780652987119,0.77656456754,0.782088318424,0.777120074934,0.78633606644,1.47203687567,1.46424793863,1.46307339236,1.45482232753,1.46177048451,1.47119892167,1.46122269268,1.4674477719,1.46023185992,1.46870089636,0.620816889328,0.620055823045,0.6211800804,0.622690132807,0.616077684917,0.61508542371,0.627697947764,0.627418411065,0.623548454311,0.622565816332,0.610406898107,0.615038832156,0.607054422214,0.610639995519,0.615744435804,0.602356259111,0.612443376837,0.60840653136,0.602236727201,0.604880745377,2.86445287852,2.85684936722,2.86136088594,2.86952667678,2.8629008608,2.86035331624,2.86849190587,2.86053583281,2.88366787912,2.86986279274,0.631388326637,0.638598635645,0.645345515534,0.634482302617,0.639068280111,0.64380804753,0.644574230713,0.632324966723,0.634560669869,0.627741615395,1.26332662001,1.26131126975,1.26275462378,1.25764372821,1.26494670113,1.25883784272,1.26596031069,1.26126561248,1.26225527072,1.26939507126,2.4227472161,2.42685058766,2.43342270702,2.43459797523,2.43396295977,2.4043567216,2.43083949773,2.42177630185,2.42626973989,2.43132014071,1.0,1.00623041781,1.00493656039,1.00517635575,1.00151424144,1.0092816084,1.00577846611,0.995008201095,1.01254341137,1.00060839182
