Index,clone1_cell1,clone1_cell10,clone1_cell2,clone1_cell3,clone1_cell4,clone1_cell5,clone1_cell6,clone1_cell7,clone1_cell8,clone1_cell9,clone2_cell1,clone2_cell10,clone2_cell2,clone2_cell3,clone2_cell4,clone2_cell5,clone2_cell6,clone2_cell7,clone2_cell8,clone2_cell9,clone3_cell1,clone3_cell10,clone3_cell2,clone3_cell3,clone3_cell4,clone3_cell5,clone3_cell6,clone3_cell7,clone3_cell8,clone3_cell9,clone4_cell1,clone4_cell10,clone4_cell2,clone4_cell3,clone4_cell4,clone4_cell5,clone4_cell6,clone4_cell7,clone4_cell8,clone4_cell9,clone5_cell1,clone5_cell10,clone5_cell2,clone5_cell3,clone5_cell4,clone5_cell5,clone5_cell6,clone5_cell7,clone5_cell8,clone5_cell9,clone6_cell1,clone6_cell10,clone6_cell2,clone6_cell3,clone6_cell4,clone6_cell5,clone6_cell6,clone6_cell7,clone6_cell8,clone6_cell9,clone7_cell1,clone7_cell10,clone7_cell2,clone7_cell3,clone7_cell4,clone7_cell5,clone7_cell6,clone7_cell7,clone7_cell8,clone7_cell9,clone8_cell1,clone8_cell10,clone8_cell2,clone8_cell3,clone8_cell4,clone8_cell5,clone8_cell6,clone8_cell7,clone8_cell8,clone8_cell9,clone9_cell1,clone9_cell10,clone9_cell2,clone9_cell3,clone9_cell4,clone9_cell5,clone9_cell6,clone9_cell7,clone9_cell8,clone9_cell9,normal_cell1,normal_cell10,normal_cell2,normal_cell3,normal_cell4,normal_cell5,normal_cell6,normal_cell7,normal_cell8,normal_cell9
chr10:1-5000000,0.444839857651,0.545454545455,0.492753623188,0.523985239852,0.533582089552,0.511538461538,0.498194945848,0.52380952381,0.531034482759,0.511029411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496376811594,0.463235294118,0.5234375,0.487804878049,0.481343283582,0.488721804511,0.502024291498,0.468992248062,0.468164794007,0.540229885057,0.552346570397,0.494584837545,0.477272727273,0.543165467626,0.514492753623,0.495575221239,0.475655430712,0.516245487365,0.498141263941,0.544303797468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501886792453,0.489655172414,0.534013605442,0.530685920578,0.488888888889,0.462121212121,0.525,0.508896797153,0.496296296296,0.498168498168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524324324324,0.459459459459,0.443609022556,0.564102564103,0.512110726644,0.503759398496,0.475524475524,0.508333333333,0.485596707819,0.573913043478
chr10:100000001-105000000,0.465189873418,0.557093425606,0.498432601881,0.482200647249,0.520547945205,0.487261146497,0.487012987013,0.501639344262,0.445993031359,0.47619047619,0.458204334365,0.476973684211,0.462121212121,0.450909090909,0.418772563177,0.482428115016,0.494983277592,0.491408934708,0.467889908257,0.456081081081,0.496478873239,0.495440729483,0.469534050179,0.519298245614,0.486301369863,0.529616724739,0.538461538462,0.498257839721,0.488188976378,0.460481099656,0.508474576271,0.475177304965,0.476923076923,0.482269503546,0.472602739726,0.429577464789,0.507142857143,0.482428115016,0.462093862816,0.48,0.448717948718,0.5,0.442379182156,0.45,0.5,0.533582089552,0.509803921569,0.514376996805,0.496575342466,0.5,0.426865671642,0.520689655172,0.489932885906,0.555555555556,0.513422818792,0.543333333333,0.454545454545,0.490842490842,0.49226006192,0.503546099291,0.178021978022,0.163360560093,0.167800453515,0.163265306122,0.175294117647,0.1796875,0.185017026107,0.184845005741,0.181818181818,0.177879133409,0.513245033113,0.524475524476,0.475471698113,0.515037593985,0.517730496454,0.460750853242,0.533112582781,0.553691275168,0.506849315068,0.505617977528,0.476868327402,0.464646464646,0.498233215548,0.494736842105,0.495268138801,0.565495207668,0.446945337621,0.448275862069,0.531847133758,0.486928104575,0.506953223767,0.5,0.503424657534,0.491582491582,0.54,0.5,0.486301369863,0.505050505051,0.511400651466,0.501597444089
chr10:10000001-15000000,0.456928838951,0.539033457249,0.556,0.459283387622,0.547445255474,0.45703125,0.474576271186,0.529824561404,0.484375,0.481727574751,0.490909090909,0.44966442953,0.452830188679,0.434262948207,0.492481203008,0.493975903614,0.424657534247,0.561403508772,0.441509433962,0.501901140684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481203007519,0.464944649446,0.496062992126,0.501945525292,0.516,0.57299270073,0.469534050179,0.436567164179,0.565217391304,0.498281786942,0.501718213058,0.493150684932,0.501992031873,0.515254237288,0.49609375,0.516981132075,0.492,0.429657794677,0.466431095406,0.513422818792,0.490974729242,0.47191011236,0.574468085106,0.48813559322,0.525,0.520599250936,0.473895582329,0.48275862069,0.488372093023,0.531914893617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496666666667,0.497925311203,0.529824561404,0.534798534799,0.518900343643,0.501886792453,0.527559055118,0.502024291498,0.456273764259,0.45,0.496031746032,0.483754512635,0.575187969925,0.510416666667,0.567944250871,0.539568345324,0.5,0.503846153846,0.508771929825,0.469964664311
chr10:105000001-110000000,0.56015037594,0.479338842975,0.547619047619,0.554140127389,0.539855072464,0.538205980066,0.507874015748,0.549090909091,0.547892720307,0.574912891986,0.53125,0.533783783784,0.534426229508,0.576131687243,0.490974729242,0.522556390977,0.53024911032,0.555118110236,0.548387096774,0.535714285714,0.544169611307,0.542750929368,0.586080586081,0.561514195584,0.57525083612,0.510563380282,0.525735294118,0.528985507246,0.532142857143,0.516853932584,0.557093425606,0.531135531136,0.454849498328,0.519855595668,0.514184397163,0.525316455696,0.486153846154,0.553903345725,0.521126760563,0.552287581699,0.517857142857,0.517857142857,0.478927203065,0.535353535354,0.539325842697,0.544117647059,0.532679738562,0.523297491039,0.537102473498,0.501718213058,0.503703703704,0.507575757576,0.509505703422,0.522648083624,0.53642384106,0.539249146758,0.495114006515,0.498194945848,0.558064516129,0.540816326531,0.5,0.56,0.587548638132,0.511475409836,0.535580524345,0.482517482517,0.506622516556,0.48132780083,0.516245487365,0.579136690647,0.511475409836,0.559566787004,0.470355731225,0.59169550173,0.545762711864,0.529220779221,0.5,0.507299270073,0.498281786942,0.522556390977,0.483985765125,0.486111111111,0.536666666667,0.469964664311,0.510791366906,0.468013468013,0.508591065292,0.510273972603,0.473880597015,0.521594684385,0.539893617021,0.463114754098,0.5,0.578181818182,0.503649635036,0.534615384615,0.58843537415,0.509025270758,0.520912547529,0.524590163934
chr10:110000001-115000000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.505305039788,0.498054474708,0.492,0.554347826087,0.498039215686,0.523636363636,0.559322033898,0.484962406015,0.501754385965,0.52734375
chr10:115000001-120000000,0.458015267176,0.512195121951,0.454183266932,0.541666666667,0.486692015209,0.529197080292,0.542750929368,0.567164179104,0.534545454545,0.432055749129,0.527881040892,0.481884057971,0.454545454545,0.542168674699,0.526104417671,0.475655430712,0.469465648855,0.520146520147,0.492753623188,0.49063670412,0.517985611511,0.460317460317,0.455284552846,0.533582089552,0.463035019455,0.5,0.484962406015,0.522648083624,0.472602739726,0.487084870849,0.476702508961,0.494252873563,0.509025270758,0.521428571429,0.536585365854,0.516853932584,0.501818181818,0.492857142857,0.491666666667,0.451127819549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.492424242424,0.515151515152,0.46992481203,0.505226480836,0.487084870849,0.529182879377,0.511111111111,0.536585365854,0.438524590164,0.534798534799,0.777777777778,0.796267496112,0.783977110157,0.808781869688,0.81561461794,0.792834890966,0.800613496933,0.795698924731,0.785310734463,0.786982248521,0.477876106195,0.496527777778,0.540229885057,0.456273764259,0.539622641509,0.536184210526,0.534798534799,0.476923076923,0.508064516129,0.496031746032,0.474637681159,0.488549618321,0.559670781893,0.520833333333,0.493975903614,0.508960573477,0.50390625,0.501872659176,0.492592592593,0.47619047619,0.482288828338,0.490421455939,0.557620817844,0.544642857143,0.534188034188,0.498220640569,0.43893129771,0.486988847584,0.458874458874,0.496350364964
chr10:120000001-125000000,0.481065918654,0.471346704871,0.477707006369,0.487332339791,0.474341192788,0.470930232558,0.482442748092,0.477239353891,0.468335787923,0.503770739065,0.473880597015,0.46511627907,0.578358208955,0.526315789474,0.474264705882,0.485049833887,0.528,0.519031141869,0.518828451883,0.460905349794,0.440548780488,0.447077409163,0.485422740525,0.485496183206,0.47577092511,0.472361809045,0.461773700306,0.465960665658,0.477777777778,0.466772151899,0.487140695915,0.46450617284,0.469578783151,0.486918604651,0.4730713246,0.486607142857,0.491603053435,0.470873786408,0.488145048815,0.502248875562,0.535897435897,0.472772277228,0.491002570694,0.498777506112,0.535714285714,0.557103064067,0.483950617284,0.537914691943,0.501222493888,0.55412371134,0.486381322957,0.505576208178,0.484126984127,0.503875968992,0.494339622642,0.534693877551,0.532374100719,0.501872659176,0.495798319328,0.494545454545,0.568914956012,0.570552147239,0.577039274924,0.540090771558,0.593040847201,0.547413793103,0.570982839314,0.548686244204,0.560064935065,0.55486862442,0.491354466859,0.474842767296,0.480463096961,0.467075038285,0.457703927492,0.494768310912,0.47311827957,0.484581497797,0.488888888889,0.493902439024,0.443579766537,0.524904214559,0.492647058824,0.468992248062,0.416988416988,0.477272727273,0.495967741935,0.484962406015,0.494423791822,0.5,0.50069735007,0.530909090909,0.524590163934,0.522807017544,0.468,0.492753623188,0.509652509653,0.481060606061,0.483552631579,0.496774193548
chr10:125000001-130000000,0.496509598604,0.490781387182,0.490497737557,0.48476702509,0.486254295533,0.492984097287,0.503784693019,0.502238137869,0.487557603687,0.495551601423,0.493055555556,0.477941176471,0.460076045627,0.501831501832,0.505415162455,0.452205882353,0.492857142857,0.506849315068,0.475806451613,0.541218637993,0.48288973384,0.467018469657,0.48986784141,0.479362101313,0.526989935956,0.529411764706,0.483271375465,0.490757855823,0.474114441417,0.503943908852,0.493100275989,0.507785467128,0.504347826087,0.535872453499,0.483011937557,0.513396715644,0.494454713494,0.508912655971,0.496953872933,0.455197132616,0.47703180212,0.496621621622,0.5,0.491694352159,0.483394833948,0.484375,0.483985765125,0.461538461538,0.464285714286,0.450704225352,0.540229885057,0.510204081633,0.501901140684,0.456603773585,0.493243243243,0.525547445255,0.527075812274,0.540816326531,0.535055350554,0.552631578947,0.0867924528302,0.0891938250429,0.0721830985915,0.102803738318,0.079674796748,0.0783242258652,0.0861759425494,0.0989583333333,0.0692883895131,0.0866290018832,0.505546751189,0.541701073493,0.547990155865,0.539316918189,0.530787217459,0.565250379363,0.557063048683,0.526315789474,0.522003034901,0.552960800667,0.490272373541,0.477443609023,0.460431654676,0.503472222222,0.505576208178,0.503164556962,0.45253164557,0.477732793522,0.466216216216,0.536332179931,0.53050397878,0.496296296296,0.496815286624,0.5,0.554307116105,0.564393939394,0.463917525773,0.528301886792,0.508650519031,0.526315789474
chr10:130000001-133797422,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.463414634146,0.512820512821,0.477611940299,0.514792899408,0.533980582524,0.520231213873,0.456140350877,0.523364485981,0.510526315789,0.488038277512,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.531791907514,0.5,0.468926553672,0.581395348837,0.505319148936,0.417475728155,0.539682539683,0.52427184466,0.507692307692,0.490384615385,0.478494623656,0.43654822335,0.525581395349,0.47263681592,0.481308411215,0.482051282051,0.48743718593,0.444444444444,0.483516483516,0.542056074766,0.461077844311,0.497435897436,0.480952380952,0.530927835052,0.466321243523,0.490384615385,0.515957446809,0.538888888889,0.497409326425,0.514563106796,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.484472049689,0.480952380952,0.521327014218,0.473404255319,0.45145631068,0.555555555556,0.588235294118,0.514851485149,0.473404255319,0.552083333333,0.491525423729,0.456852791878,0.550898203593,0.512658227848,0.490196078431,0.485436893204,0.524038461538,0.543010752688,0.502673796791,0.453038674033
chr10:15000001-20000000,0.442604856512,0.420591456736,0.434782608696,0.40903686088,0.402222222222,0.43473570658,0.430952380952,0.438444924406,0.4229390681,0.442307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414333706607,0.442105263158,0.423672566372,0.433628318584,0.426535087719,0.465555555556,0.438026474128,0.423900789177,0.403243243243,0.432166301969,0.448477751756,0.465703971119,0.420930232558,0.462061155153,0.421052631579,0.412735849057,0.41935483871,0.427480916031,0.452466907341,0.424107142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412803532009,0.412941176471,0.43888242142,0.419014084507,0.422985781991,0.460554371002,0.441964285714,0.41056422569,0.428571428571,0.432242990654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501474926254,0.492805755396,0.53937007874,0.521235521236,0.48322147651,0.557768924303,0.58064516129,0.504,0.537671232877,0.571428571429
